date,division,rain_sum
2014-11-12,Galenbidunuwewa,8.4
2014-11-13,Galenbidunuwewa,10.1
2014-11-14,Galenbidunuwewa,5.1
2014-11-15,Galenbidunuwewa,1.5
2014-11-16,Galenbidunuwewa,2.7
2014-11-17,Galenbidunuwewa,2.8
2014-11-18,Galenbidunuwewa,4.1
2014-11-19,Galenbidunuwewa,6.6
2014-11-20,Galenbidunuwewa,25.9
2014-11-21,Galenbidunuwewa,35.0
2014-11-22,Galenbidunuwewa,22.2
2014-11-23,Galenbidunuwewa,6.2
2014-11-24,Galenbidunuwewa,2.4
2014-11-25,Galenbidunuwewa,41.5
2014-11-26,Galenbidunuwewa,17.4
2014-11-27,Galenbidunuwewa,34.4
2014-11-28,Galenbidunuwewa,24.6
2014-11-29,Galenbidunuwewa,2.5
2014-11-30,Galenbidunuwewa,2.8
2014-12-01,Galenbidunuwewa,3.5
2014-12-02,Galenbidunuwewa,9.2
2014-12-03,Galenbidunuwewa,4.6
2014-12-04,Galenbidunuwewa,0.0
2014-12-05,Galenbidunuwewa,3.0
2014-12-06,Galenbidunuwewa,9.2
2014-12-07,Galenbidunuwewa,5.2
2014-12-08,Galenbidunuwewa,9.7
2014-12-09,Galenbidunuwewa,8.3
2014-12-10,Galenbidunuwewa,13.5
2014-12-11,Galenbidunuwewa,1.5
2014-12-12,Galenbidunuwewa,6.6
2014-12-13,Galenbidunuwewa,3.3
2014-12-14,Galenbidunuwewa,1.1
2014-12-15,Galenbidunuwewa,2.1
2014-12-16,Galenbidunuwewa,3.5
2014-12-17,Galenbidunuwewa,32.1
2014-12-18,Galenbidunuwewa,11.8
2014-12-19,Galenbidunuwewa,7.1
2014-12-20,Galenbidunuwewa,50.4
2014-12-21,Galenbidunuwewa,26.1
2014-12-22,Galenbidunuwewa,94.4
2014-12-23,Galenbidunuwewa,15.2
2014-12-24,Galenbidunuwewa,18.7
2014-12-25,Galenbidunuwewa,13.4
2014-12-26,Galenbidunuwewa,23.6
2014-12-27,Galenbidunuwewa,18.9
2014-12-28,Galenbidunuwewa,14.5
2014-12-29,Galenbidunuwewa,16.9
2014-12-30,Galenbidunuwewa,0.7
2014-12-31,Galenbidunuwewa,1.0
2014-07-01,Thamankaduwa,0.2
2014-07-02,Thamankaduwa,0.4
2014-07-03,Thamankaduwa,0.0
2014-07-04,Thamankaduwa,0.0
2014-07-05,Thamankaduwa,1.4
2014-07-06,Thamankaduwa,0.3
2014-07-07,Thamankaduwa,0.0
2014-07-08,Thamankaduwa,0.0
2014-07-09,Thamankaduwa,0.0
2014-07-10,Thamankaduwa,0.0
2014-07-11,Thamankaduwa,0.0
2014-07-12,Thamankaduwa,0.0
2014-07-13,Thamankaduwa,0.0
2014-07-14,Thamankaduwa,0.2
2014-07-15,Thamankaduwa,0.0
2014-07-16,Thamankaduwa,0.0
2014-07-17,Thamankaduwa,0.0
2014-07-18,Thamankaduwa,0.0
2014-07-19,Thamankaduwa,0.0
2014-07-20,Thamankaduwa,0.0
2014-07-21,Thamankaduwa,0.0
2014-07-22,Thamankaduwa,0.0
2014-07-23,Thamankaduwa,0.0
2014-07-24,Thamankaduwa,0.3
2014-07-25,Thamankaduwa,0.2
2014-07-26,Thamankaduwa,0.0
2014-07-27,Thamankaduwa,0.0
2014-07-28,Thamankaduwa,0.0
2014-07-29,Thamankaduwa,0.0
2014-07-30,Thamankaduwa,0.0
2014-07-31,Thamankaduwa,0.0
2014-08-01,Thamankaduwa,0.0
2014-08-02,Thamankaduwa,0.0
2014-08-03,Thamankaduwa,0.9
2014-08-04,Thamankaduwa,0.0
2014-08-05,Thamankaduwa,0.2
2014-08-06,Thamankaduwa,0.2
2014-08-07,Thamankaduwa,0.4
2014-08-08,Thamankaduwa,0.7
2014-08-09,Thamankaduwa,0.2
2014-08-10,Thamankaduwa,0.1
2014-08-11,Thamankaduwa,0.6
2014-08-12,Thamankaduwa,0.6
2014-08-13,Thamankaduwa,0.8
2014-08-14,Thamankaduwa,1.0
2014-08-15,Thamankaduwa,0.3
2014-08-16,Thamankaduwa,0.9
2014-08-17,Thamankaduwa,3.8
2014-08-18,Thamankaduwa,5.2
2014-08-19,Thamankaduwa,0.0
2014-08-20,Thamankaduwa,0.8
2014-08-21,Thamankaduwa,1.1
2014-08-22,Thamankaduwa,1.8
2014-08-23,Thamankaduwa,0.5
2014-08-24,Thamankaduwa,0.5
2014-08-25,Thamankaduwa,0.3
2014-08-26,Thamankaduwa,0.0
2014-08-27,Thamankaduwa,0.0
2014-08-28,Thamankaduwa,0.0
2014-08-29,Thamankaduwa,0.0
2014-08-30,Thamankaduwa,0.0
2014-08-31,Thamankaduwa,0.0
2014-09-01,Thamankaduwa,0.4
2014-09-02,Thamankaduwa,1.6
2014-09-03,Thamankaduwa,0.3
2014-09-04,Thamankaduwa,0.8
2014-09-05,Thamankaduwa,1.4
2014-09-06,Thamankaduwa,0.5
2014-09-07,Thamankaduwa,0.4
2014-09-08,Thamankaduwa,0.0
2014-09-09,Thamankaduwa,0.0
2014-09-10,Thamankaduwa,0.2
2014-09-11,Thamankaduwa,0.9
2014-09-12,Thamankaduwa,0.2
2014-09-13,Thamankaduwa,0.3
2014-09-14,Thamankaduwa,0.8
2014-09-15,Thamankaduwa,0.4
2014-09-16,Thamankaduwa,0.0
2014-09-17,Thamankaduwa,0.0
2014-09-18,Thamankaduwa,0.0
2014-09-19,Thamankaduwa,0.0
2014-09-20,Thamankaduwa,0.0
2014-09-21,Thamankaduwa,0.1
2014-09-22,Thamankaduwa,0.0
2014-09-23,Thamankaduwa,0.0
2014-09-24,Thamankaduwa,0.0
2014-09-25,Thamankaduwa,0.2
2014-09-26,Thamankaduwa,23.9
2014-09-27,Thamankaduwa,3.3
2014-09-28,Thamankaduwa,4.5
2014-09-29,Thamankaduwa,13.1
2014-09-30,Thamankaduwa,15.7
2014-10-01,Thamankaduwa,7.9
2014-10-02,Thamankaduwa,5.5
2014-10-03,Thamankaduwa,11.7
2014-10-04,Thamankaduwa,3.7
2014-10-05,Thamankaduwa,1.1
2014-10-06,Thamankaduwa,0.9
2014-10-07,Thamankaduwa,1.5
2014-10-08,Thamankaduwa,0.5
2014-10-09,Thamankaduwa,0.0
2014-10-10,Thamankaduwa,0.1
2014-10-11,Thamankaduwa,0.0
2014-10-12,Thamankaduwa,0.5
2014-10-13,Thamankaduwa,0.0
2014-10-14,Thamankaduwa,3.5
2014-10-15,Thamankaduwa,2.0
2014-10-16,Thamankaduwa,3.9
2014-10-17,Thamankaduwa,11.5
2014-10-18,Thamankaduwa,25.3
2014-10-19,Thamankaduwa,27.5
2014-10-20,Thamankaduwa,16.6
2014-10-21,Thamankaduwa,17.1
2014-10-22,Thamankaduwa,1.4
2014-10-23,Thamankaduwa,15.4
2014-10-24,Thamankaduwa,4.3
2014-10-25,Thamankaduwa,10.2
2014-10-26,Thamankaduwa,2.3
2014-10-27,Thamankaduwa,0.9
2014-10-28,Thamankaduwa,2.1
2014-10-29,Thamankaduwa,10.8
2014-10-30,Thamankaduwa,21.7
2014-10-31,Thamankaduwa,4.1
2014-11-01,Thamankaduwa,0.4
2014-11-02,Thamankaduwa,3.2
2014-11-03,Thamankaduwa,24.6
2014-11-04,Thamankaduwa,9.4
2014-11-05,Thamankaduwa,0.5
2014-11-06,Thamankaduwa,0.0
2014-11-07,Thamankaduwa,0.0
2014-11-08,Thamankaduwa,0.0
2014-11-09,Thamankaduwa,0.0
2014-11-10,Thamankaduwa,0.1
2014-11-11,Thamankaduwa,5.8
2014-11-12,Thamankaduwa,14.8
2014-11-13,Thamankaduwa,10.0
2014-11-14,Thamankaduwa,1.6
2014-11-15,Thamankaduwa,0.5
2014-11-16,Thamankaduwa,1.0
2014-11-17,Thamankaduwa,3.1
2014-11-18,Thamankaduwa,9.0
2014-11-19,Thamankaduwa,13.3
2014-11-20,Thamankaduwa,25.7
2014-11-21,Thamankaduwa,27.4
2014-11-22,Thamankaduwa,24.0
2014-11-23,Thamankaduwa,24.8
2014-11-24,Thamankaduwa,3.6
2014-11-25,Thamankaduwa,52.6
2014-11-26,Thamankaduwa,27.6
2014-11-27,Thamankaduwa,18.1
2014-11-28,Thamankaduwa,15.8
2014-11-29,Thamankaduwa,1.0
2014-11-30,Thamankaduwa,0.0
2014-12-01,Thamankaduwa,1.4
2014-12-02,Thamankaduwa,7.8
2014-12-03,Thamankaduwa,6.8
2014-12-04,Thamankaduwa,0.0
2014-12-05,Thamankaduwa,0.4
2014-12-06,Thamankaduwa,9.5
2014-12-07,Thamankaduwa,11.2
2014-12-08,Thamankaduwa,17.0
2014-12-09,Thamankaduwa,11.0
2014-12-10,Thamankaduwa,14.8
2014-12-11,Thamankaduwa,1.6
2014-12-12,Thamankaduwa,7.3
2014-12-13,Thamankaduwa,3.9
2014-12-14,Thamankaduwa,2.3
2014-12-15,Thamankaduwa,2.8
2014-12-16,Thamankaduwa,3.0
2014-12-17,Thamankaduwa,36.0
2014-12-18,Thamankaduwa,21.4
2014-12-19,Thamankaduwa,12.5
2014-12-20,Thamankaduwa,62.6
2014-12-21,Thamankaduwa,30.4
2014-12-22,Thamankaduwa,134.5
2014-12-23,Thamankaduwa,44.0
2014-12-24,Thamankaduwa,32.1
2014-12-25,Thamankaduwa,21.4
2014-12-26,Thamankaduwa,40.8
2014-12-27,Thamankaduwa,21.4
2014-12-28,Thamankaduwa,22.1
2014-12-29,Thamankaduwa,5.3
2014-12-30,Thamankaduwa,1.1
2014-12-31,Thamankaduwa,0.7
2014-07-01,Nanaddan,0.2
2014-07-02,Nanaddan,0.0
2014-07-03,Nanaddan,0.0
2014-07-04,Nanaddan,0.0
2014-07-05,Nanaddan,0.0
2014-07-06,Nanaddan,0.3
2014-07-07,Nanaddan,0.0
2014-07-08,Nanaddan,1.0
2014-07-09,Nanaddan,0.4
2014-07-10,Nanaddan,0.3
2014-07-11,Nanaddan,0.0
2014-07-12,Nanaddan,0.4
2014-07-13,Nanaddan,0.7
2014-07-14,Nanaddan,0.0
2014-07-15,Nanaddan,0.0
2014-07-16,Nanaddan,0.0
2014-07-17,Nanaddan,0.0
2014-07-18,Nanaddan,0.0
2014-07-19,Nanaddan,0.0
2014-07-20,Nanaddan,0.2
2014-07-21,Nanaddan,0.0
2014-07-22,Nanaddan,0.0
2014-07-23,Nanaddan,0.0
2014-07-24,Nanaddan,0.0
2014-07-25,Nanaddan,0.0
2014-07-26,Nanaddan,0.0
2014-07-27,Nanaddan,0.0
2014-07-28,Nanaddan,0.0
2014-07-29,Nanaddan,0.0
2014-07-30,Nanaddan,0.0
2014-07-31,Nanaddan,0.0
2014-08-01,Nanaddan,0.0
2014-08-02,Nanaddan,0.6
2014-08-03,Nanaddan,0.0
2014-08-04,Nanaddan,0.0
2014-08-05,Nanaddan,0.0
2014-08-06,Nanaddan,0.0
2014-08-07,Nanaddan,0.1
2014-08-08,Nanaddan,0.1
2014-08-09,Nanaddan,0.0
2014-08-10,Nanaddan,2.6
2014-08-11,Nanaddan,1.8
2014-08-12,Nanaddan,2.4
2014-08-13,Nanaddan,0.0
2014-08-14,Nanaddan,0.0
2014-08-15,Nanaddan,0.0
2014-08-16,Nanaddan,0.1
2014-08-17,Nanaddan,0.0
2014-08-18,Nanaddan,3.1
2014-08-19,Nanaddan,0.6
2014-08-20,Nanaddan,0.2
2014-08-21,Nanaddan,0.5
2014-08-22,Nanaddan,17.8
2014-08-23,Nanaddan,5.7
2014-08-24,Nanaddan,0.3
2014-08-25,Nanaddan,0.0
2014-08-26,Nanaddan,0.0
2014-08-27,Nanaddan,0.0
2014-08-28,Nanaddan,0.0
2014-08-29,Nanaddan,0.5
2014-08-30,Nanaddan,0.0
2014-08-31,Nanaddan,0.0
2014-09-01,Nanaddan,0.2
2014-09-02,Nanaddan,0.9
2014-09-03,Nanaddan,2.0
2014-09-04,Nanaddan,0.2
2014-09-05,Nanaddan,0.4
2014-09-06,Nanaddan,0.2
2014-09-07,Nanaddan,0.0
2014-09-08,Nanaddan,0.0
2014-09-09,Nanaddan,0.0
2014-09-10,Nanaddan,0.3
2014-09-11,Nanaddan,0.0
2014-09-12,Nanaddan,0.0
2014-09-13,Nanaddan,0.0
2014-09-14,Nanaddan,0.3
2014-09-15,Nanaddan,4.0
2014-09-16,Nanaddan,0.0
2014-09-17,Nanaddan,0.0
2014-09-18,Nanaddan,0.0
2014-09-19,Nanaddan,0.0
2014-09-20,Nanaddan,0.0
2014-09-21,Nanaddan,0.0
2014-09-22,Nanaddan,0.4
2014-09-23,Nanaddan,0.2
2014-09-24,Nanaddan,1.5
2014-09-25,Nanaddan,28.1
2014-09-26,Nanaddan,10.7
2014-09-27,Nanaddan,11.2
2014-09-28,Nanaddan,14.7
2014-09-29,Nanaddan,18.2
2014-09-30,Nanaddan,49.1
2014-10-01,Nanaddan,8.5
2014-10-02,Nanaddan,6.4
2014-10-03,Nanaddan,0.2
2014-10-04,Nanaddan,0.3
2014-10-05,Nanaddan,0.1
2014-10-06,Nanaddan,1.2
2014-10-07,Nanaddan,5.2
2014-10-08,Nanaddan,10.9
2014-10-09,Nanaddan,15.9
2014-10-10,Nanaddan,4.9
2014-10-11,Nanaddan,0.3
2014-10-12,Nanaddan,0.0
2014-10-13,Nanaddan,0.0
2014-10-14,Nanaddan,3.7
2014-10-15,Nanaddan,5.3
2014-10-16,Nanaddan,6.5
2014-10-17,Nanaddan,29.2
2014-10-18,Nanaddan,31.3
2014-10-19,Nanaddan,14.5
2014-10-20,Nanaddan,7.8
2014-10-21,Nanaddan,8.2
2014-10-22,Nanaddan,3.9
2014-10-23,Nanaddan,11.1
2014-10-24,Nanaddan,4.2
2014-10-25,Nanaddan,10.4
2014-10-26,Nanaddan,2.3
2014-10-27,Nanaddan,5.0
2014-10-28,Nanaddan,3.1
2014-10-29,Nanaddan,1.8
2014-10-30,Nanaddan,13.1
2014-10-31,Nanaddan,8.6
2014-11-01,Nanaddan,0.0
2014-11-02,Nanaddan,1.5
2014-11-03,Nanaddan,46.6
2014-11-04,Nanaddan,7.8
2014-11-05,Nanaddan,0.0
2014-11-06,Nanaddan,0.2
2014-11-07,Nanaddan,0.0
2014-11-08,Nanaddan,0.0
2014-11-09,Nanaddan,0.2
2014-11-10,Nanaddan,0.3
2014-11-11,Nanaddan,0.7
2014-11-12,Nanaddan,9.7
2014-11-13,Nanaddan,12.2
2014-11-14,Nanaddan,6.8
2014-11-15,Nanaddan,2.9
2014-11-16,Nanaddan,4.3
2014-11-17,Nanaddan,3.1
2014-11-18,Nanaddan,6.6
2014-11-19,Nanaddan,3.6
2014-11-20,Nanaddan,20.5
2014-11-21,Nanaddan,20.5
2014-11-22,Nanaddan,24.1
2014-11-23,Nanaddan,3.9
2014-11-24,Nanaddan,5.3
2014-11-25,Nanaddan,19.4
2014-11-26,Nanaddan,7.6
2014-11-27,Nanaddan,119.4
2014-11-28,Nanaddan,26.6
2014-11-29,Nanaddan,3.1
2014-11-30,Nanaddan,8.9
2014-12-01,Nanaddan,6.5
2014-12-02,Nanaddan,4.5
2014-12-03,Nanaddan,0.0
2014-12-04,Nanaddan,0.0
2014-12-05,Nanaddan,0.0
2014-12-06,Nanaddan,1.1
2014-12-07,Nanaddan,1.2
2014-12-08,Nanaddan,5.6
2014-12-09,Nanaddan,11.2
2014-12-10,Nanaddan,12.7
2014-12-11,Nanaddan,0.8
2014-12-12,Nanaddan,4.6
2014-12-13,Nanaddan,4.2
2014-12-14,Nanaddan,0.1
2014-12-15,Nanaddan,4.1
2014-12-16,Nanaddan,7.8
2014-12-17,Nanaddan,26.4
2014-12-18,Nanaddan,4.5
2014-12-19,Nanaddan,3.5
2014-12-20,Nanaddan,21.3
2014-12-21,Nanaddan,16.9
2014-12-22,Nanaddan,34.0
2014-12-23,Nanaddan,9.2
2014-12-24,Nanaddan,11.2
2014-12-25,Nanaddan,14.2
2014-12-26,Nanaddan,5.9
2014-12-27,Nanaddan,20.6
2014-12-28,Nanaddan,16.0
2014-12-29,Nanaddan,11.6
2014-12-30,Nanaddan,0.0
2014-12-31,Nanaddan,0.3
2014-07-01,Oddusuddan,0.2
2014-07-02,Oddusuddan,0.0
2014-07-03,Oddusuddan,0.0
2014-07-04,Oddusuddan,0.0
2014-07-05,Oddusuddan,2.1
2014-07-06,Oddusuddan,3.3
2014-07-07,Oddusuddan,0.5
2014-07-08,Oddusuddan,0.2
2014-07-09,Oddusuddan,0.2
2014-07-10,Oddusuddan,0.0
2014-07-11,Oddusuddan,0.0
2014-07-12,Oddusuddan,0.2
2014-07-13,Oddusuddan,1.0
2014-07-14,Oddusuddan,0.2
2014-07-15,Oddusuddan,0.1
2014-07-16,Oddusuddan,0.0
2014-07-17,Oddusuddan,0.0
2014-07-18,Oddusuddan,0.2
2014-07-19,Oddusuddan,0.0
2014-07-20,Oddusuddan,0.0
2014-07-21,Oddusuddan,0.0
2014-07-22,Oddusuddan,0.0
2014-07-23,Oddusuddan,0.0
2014-07-24,Oddusuddan,0.3
2014-07-25,Oddusuddan,0.2
2014-07-26,Oddusuddan,1.7
2014-07-27,Oddusuddan,0.5
2014-07-28,Oddusuddan,0.0
2014-07-29,Oddusuddan,0.0
2014-07-30,Oddusuddan,0.0
2014-07-31,Oddusuddan,0.0
2014-08-01,Oddusuddan,0.0
2014-08-02,Oddusuddan,1.0
2014-08-03,Oddusuddan,0.1
2014-08-04,Oddusuddan,0.0
2014-08-05,Oddusuddan,0.1
2014-08-06,Oddusuddan,2.5
2014-08-07,Oddusuddan,4.3
2014-08-08,Oddusuddan,2.6
2014-08-09,Oddusuddan,0.6
2014-08-10,Oddusuddan,13.0
2014-08-11,Oddusuddan,6.1
2014-08-12,Oddusuddan,4.6
2014-08-13,Oddusuddan,1.3
2014-08-14,Oddusuddan,0.0
2014-08-15,Oddusuddan,3.9
2014-08-16,Oddusuddan,3.1
2014-08-17,Oddusuddan,8.2
2014-08-18,Oddusuddan,10.9
2014-08-19,Oddusuddan,1.4
2014-08-20,Oddusuddan,1.4
2014-08-21,Oddusuddan,6.4
2014-08-22,Oddusuddan,7.9
2014-08-23,Oddusuddan,0.7
2014-08-24,Oddusuddan,0.1
2014-08-25,Oddusuddan,0.0
2014-08-26,Oddusuddan,0.0
2014-08-27,Oddusuddan,0.0
2014-08-28,Oddusuddan,0.0
2014-08-29,Oddusuddan,0.0
2014-08-30,Oddusuddan,0.0
2014-08-31,Oddusuddan,0.0
2014-09-01,Oddusuddan,0.0
2014-09-02,Oddusuddan,0.0
2014-09-03,Oddusuddan,0.5
2014-09-04,Oddusuddan,0.1
2014-09-05,Oddusuddan,0.0
2014-09-06,Oddusuddan,0.3
2014-09-07,Oddusuddan,0.0
2014-09-08,Oddusuddan,0.0
2014-09-09,Oddusuddan,0.4
2014-09-10,Oddusuddan,0.7
2014-09-11,Oddusuddan,0.7
2014-09-12,Oddusuddan,1.8
2014-09-13,Oddusuddan,1.2
2014-09-14,Oddusuddan,3.4
2014-09-15,Oddusuddan,3.0
2014-09-16,Oddusuddan,0.1
2014-09-17,Oddusuddan,0.0
2014-09-18,Oddusuddan,0.0
2014-09-19,Oddusuddan,0.0
2014-09-20,Oddusuddan,0.0
2014-09-21,Oddusuddan,1.5
2014-09-22,Oddusuddan,2.1
2014-09-23,Oddusuddan,0.1
2014-09-24,Oddusuddan,1.3
2014-09-25,Oddusuddan,0.9
2014-09-26,Oddusuddan,41.0
2014-09-27,Oddusuddan,6.5
2014-09-28,Oddusuddan,4.6
2014-09-29,Oddusuddan,8.9
2014-09-30,Oddusuddan,5.8
2014-10-01,Oddusuddan,1.3
2014-10-02,Oddusuddan,2.4
2014-10-03,Oddusuddan,1.9
2014-10-04,Oddusuddan,0.0
2014-10-05,Oddusuddan,0.0
2014-10-06,Oddusuddan,0.1
2014-10-07,Oddusuddan,5.8
2014-10-08,Oddusuddan,4.7
2014-10-09,Oddusuddan,7.6
2014-10-10,Oddusuddan,2.2
2014-10-11,Oddusuddan,0.0
2014-10-12,Oddusuddan,0.0
2014-10-13,Oddusuddan,0.0
2014-10-14,Oddusuddan,12.3
2014-10-15,Oddusuddan,2.8
2014-10-16,Oddusuddan,10.6
2014-10-17,Oddusuddan,14.6
2014-10-18,Oddusuddan,17.1
2014-10-19,Oddusuddan,16.1
2014-10-20,Oddusuddan,14.4
2014-10-21,Oddusuddan,5.0
2014-10-22,Oddusuddan,2.9
2014-10-23,Oddusuddan,15.2
2014-10-24,Oddusuddan,1.4
2014-10-25,Oddusuddan,7.9
2014-10-26,Oddusuddan,0.5
2014-10-27,Oddusuddan,1.3
2014-10-28,Oddusuddan,1.3
2014-10-29,Oddusuddan,1.9
2014-10-30,Oddusuddan,17.4
2014-10-31,Oddusuddan,19.3
2014-11-01,Oddusuddan,1.2
2014-11-02,Oddusuddan,4.9
2014-11-03,Oddusuddan,28.1
2014-11-04,Oddusuddan,18.7
2014-11-05,Oddusuddan,0.0
2014-11-06,Oddusuddan,0.0
2014-11-07,Oddusuddan,0.0
2014-11-08,Oddusuddan,0.0
2014-11-09,Oddusuddan,0.0
2014-11-10,Oddusuddan,0.2
2014-11-11,Oddusuddan,1.0
2014-11-12,Oddusuddan,8.6
2014-11-13,Oddusuddan,9.2
2014-11-14,Oddusuddan,7.4
2014-11-15,Oddusuddan,3.5
2014-11-16,Oddusuddan,3.1
2014-11-17,Oddusuddan,6.4
2014-11-18,Oddusuddan,12.1
2014-11-19,Oddusuddan,12.8
2014-11-20,Oddusuddan,20.8
2014-11-21,Oddusuddan,25.4
2014-11-22,Oddusuddan,17.4
2014-11-23,Oddusuddan,0.2
2014-11-24,Oddusuddan,6.9
2014-11-25,Oddusuddan,9.7
2014-11-26,Oddusuddan,10.7
2014-11-27,Oddusuddan,53.2
2014-11-28,Oddusuddan,44.1
2014-11-29,Oddusuddan,19.7
2014-11-30,Oddusuddan,12.8
2014-12-01,Oddusuddan,10.4
2014-12-02,Oddusuddan,15.7
2014-12-03,Oddusuddan,2.1
2014-12-04,Oddusuddan,0.1
2014-12-05,Oddusuddan,0.1
2014-12-06,Oddusuddan,4.4
2014-12-07,Oddusuddan,7.5
2014-12-08,Oddusuddan,24.9
2014-12-09,Oddusuddan,11.7
2014-12-10,Oddusuddan,14.7
2014-12-11,Oddusuddan,1.5
2014-12-12,Oddusuddan,8.3
2014-12-13,Oddusuddan,2.0
2014-12-14,Oddusuddan,1.2
2014-12-15,Oddusuddan,5.7
2014-12-16,Oddusuddan,12.3
2014-12-17,Oddusuddan,37.5
2014-12-18,Oddusuddan,18.0
2014-12-19,Oddusuddan,11.2
2014-12-20,Oddusuddan,42.7
2014-12-21,Oddusuddan,43.8
2014-12-22,Oddusuddan,67.6
2014-12-23,Oddusuddan,20.6
2014-12-24,Oddusuddan,17.6
2014-12-25,Oddusuddan,12.8
2014-12-26,Oddusuddan,26.4
2014-12-27,Oddusuddan,40.2
2014-12-28,Oddusuddan,36.8
2014-12-29,Oddusuddan,34.4
2014-12-30,Oddusuddan,0.0
2014-12-31,Oddusuddan,0.0
2014-07-01,Nuwaragam Palatha Central,0.6
2014-07-02,Nuwaragam Palatha Central,0.0
2014-07-03,Nuwaragam Palatha Central,0.0
2014-07-04,Nuwaragam Palatha Central,0.0
2014-07-05,Nuwaragam Palatha Central,0.7
2014-07-06,Nuwaragam Palatha Central,0.8
2014-07-07,Nuwaragam Palatha Central,0.0
2014-07-08,Nuwaragam Palatha Central,0.0
2014-07-09,Nuwaragam Palatha Central,0.5
2014-07-10,Nuwaragam Palatha Central,0.4
2014-07-11,Nuwaragam Palatha Central,0.1
2014-07-12,Nuwaragam Palatha Central,0.7
2014-07-13,Nuwaragam Palatha Central,1.0
2014-07-14,Nuwaragam Palatha Central,3.3
2014-07-15,Nuwaragam Palatha Central,0.4
2014-07-16,Nuwaragam Palatha Central,0.4
2014-07-17,Nuwaragam Palatha Central,0.0
2014-07-18,Nuwaragam Palatha Central,0.7
2014-07-19,Nuwaragam Palatha Central,0.0
2014-07-20,Nuwaragam Palatha Central,0.5
2014-07-21,Nuwaragam Palatha Central,0.3
2014-07-22,Nuwaragam Palatha Central,0.7
2014-07-23,Nuwaragam Palatha Central,0.2
2014-07-24,Nuwaragam Palatha Central,0.2
2014-07-25,Nuwaragam Palatha Central,0.1
2014-07-26,Nuwaragam Palatha Central,0.0
2014-07-27,Nuwaragam Palatha Central,1.0
2014-07-28,Nuwaragam Palatha Central,0.3
2014-07-29,Nuwaragam Palatha Central,0.0
2014-07-30,Nuwaragam Palatha Central,0.1
2014-07-31,Nuwaragam Palatha Central,0.2
2014-08-01,Nuwaragam Palatha Central,0.4
2014-08-02,Nuwaragam Palatha Central,0.6
2014-08-03,Nuwaragam Palatha Central,1.4
2014-08-04,Nuwaragam Palatha Central,0.0
2014-08-05,Nuwaragam Palatha Central,0.8
2014-08-06,Nuwaragam Palatha Central,0.0
2014-08-07,Nuwaragam Palatha Central,0.3
2014-08-08,Nuwaragam Palatha Central,1.5
2014-08-09,Nuwaragam Palatha Central,0.2
2014-08-10,Nuwaragam Palatha Central,0.4
2014-08-11,Nuwaragam Palatha Central,1.0
2014-08-12,Nuwaragam Palatha Central,0.6
2014-08-13,Nuwaragam Palatha Central,0.3
2014-08-14,Nuwaragam Palatha Central,0.5
2014-08-15,Nuwaragam Palatha Central,2.0
2014-08-16,Nuwaragam Palatha Central,0.4
2014-08-17,Nuwaragam Palatha Central,3.8
2014-08-18,Nuwaragam Palatha Central,3.6
2014-08-19,Nuwaragam Palatha Central,0.9
2014-08-20,Nuwaragam Palatha Central,0.5
2014-08-21,Nuwaragam Palatha Central,3.9
2014-08-22,Nuwaragam Palatha Central,19.9
2014-08-23,Nuwaragam Palatha Central,4.6
2014-08-24,Nuwaragam Palatha Central,0.7
2014-08-25,Nuwaragam Palatha Central,0.0
2014-08-26,Nuwaragam Palatha Central,0.0
2014-08-27,Nuwaragam Palatha Central,0.0
2014-08-28,Nuwaragam Palatha Central,1.8
2014-08-29,Nuwaragam Palatha Central,2.1
2014-08-30,Nuwaragam Palatha Central,3.2
2014-08-31,Nuwaragam Palatha Central,0.2
2014-09-01,Nuwaragam Palatha Central,1.5
2014-09-02,Nuwaragam Palatha Central,1.5
2014-09-03,Nuwaragam Palatha Central,1.3
2014-09-04,Nuwaragam Palatha Central,2.9
2014-09-05,Nuwaragam Palatha Central,1.1
2014-09-06,Nuwaragam Palatha Central,0.9
2014-09-07,Nuwaragam Palatha Central,0.9
2014-09-08,Nuwaragam Palatha Central,0.9
2014-09-09,Nuwaragam Palatha Central,0.6
2014-09-10,Nuwaragam Palatha Central,0.9
2014-09-11,Nuwaragam Palatha Central,0.4
2014-09-12,Nuwaragam Palatha Central,0.3
2014-09-13,Nuwaragam Palatha Central,1.5
2014-09-14,Nuwaragam Palatha Central,0.5
2014-09-15,Nuwaragam Palatha Central,2.2
2014-09-16,Nuwaragam Palatha Central,0.0
2014-09-17,Nuwaragam Palatha Central,0.1
2014-09-18,Nuwaragam Palatha Central,0.0
2014-09-19,Nuwaragam Palatha Central,0.0
2014-09-20,Nuwaragam Palatha Central,0.0
2014-09-21,Nuwaragam Palatha Central,0.4
2014-09-22,Nuwaragam Palatha Central,0.8
2014-09-23,Nuwaragam Palatha Central,0.5
2014-09-24,Nuwaragam Palatha Central,2.3
2014-09-25,Nuwaragam Palatha Central,31.5
2014-09-26,Nuwaragam Palatha Central,8.8
2014-09-27,Nuwaragam Palatha Central,7.9
2014-09-28,Nuwaragam Palatha Central,11.3
2014-09-29,Nuwaragam Palatha Central,28.7
2014-09-30,Nuwaragam Palatha Central,10.6
2014-10-01,Nuwaragam Palatha Central,23.1
2014-10-02,Nuwaragam Palatha Central,6.7
2014-10-03,Nuwaragam Palatha Central,4.3
2014-10-04,Nuwaragam Palatha Central,5.3
