date,division,rain_sum
2014-08-08,Aranayake,12.5
2014-08-09,Aranayake,0.8
2014-08-10,Aranayake,2.9
2014-08-11,Aranayake,13.8
2014-08-12,Aranayake,6.1
2014-08-13,Aranayake,5.9
2014-08-14,Aranayake,4.2
2014-08-15,Aranayake,10.9
2014-08-16,Aranayake,13.1
2014-08-17,Aranayake,10.8
2014-08-18,Aranayake,6.6
2014-08-19,Aranayake,2.3
2014-08-20,Aranayake,1.3
2014-08-21,Aranayake,8.8
2014-08-22,Aranayake,16.2
2014-08-23,Aranayake,13.4
2014-08-24,Aranayake,1.2
2014-08-25,Aranayake,0.9
2014-08-26,Aranayake,0.0
2014-08-27,Aranayake,0.0
2014-08-28,Aranayake,1.7
2014-08-29,Aranayake,2.2
2014-08-30,Aranayake,4.4
2014-08-31,Aranayake,4.7
2014-09-01,Aranayake,4.6
2014-09-02,Aranayake,3.2
2014-09-03,Aranayake,8.9
2014-09-04,Aranayake,8.1
2014-09-05,Aranayake,8.4
2014-09-06,Aranayake,12.2
2014-09-07,Aranayake,10.3
2014-09-08,Aranayake,2.6
2014-09-09,Aranayake,8.1
2014-09-10,Aranayake,13.6
2014-09-11,Aranayake,4.1
2014-09-12,Aranayake,2.5
2014-09-13,Aranayake,4.2
2014-09-14,Aranayake,4.7
2014-09-15,Aranayake,14.2
2014-09-16,Aranayake,5.6
2014-09-17,Aranayake,5.7
2014-09-18,Aranayake,3.3
2014-09-19,Aranayake,4.0
2014-09-20,Aranayake,3.5
2014-09-21,Aranayake,0.7
2014-09-22,Aranayake,0.3
2014-09-23,Aranayake,5.2
2014-09-24,Aranayake,3.3
2014-09-25,Aranayake,16.6
2014-09-26,Aranayake,8.5
2014-09-27,Aranayake,1.1
2014-09-28,Aranayake,11.0
2014-09-29,Aranayake,8.5
2014-09-30,Aranayake,12.9
2014-10-01,Aranayake,16.5
2014-10-02,Aranayake,23.1
2014-10-03,Aranayake,21.1
2014-10-04,Aranayake,9.0
2014-10-05,Aranayake,4.2
2014-10-06,Aranayake,5.0
2014-10-07,Aranayake,11.2
2014-10-08,Aranayake,11.3
2014-10-09,Aranayake,5.7
2014-10-10,Aranayake,9.0
2014-10-11,Aranayake,1.7
2014-10-12,Aranayake,3.8
2014-10-13,Aranayake,2.3
2014-10-14,Aranayake,2.6
2014-10-15,Aranayake,12.5
2014-10-16,Aranayake,36.6
2014-10-17,Aranayake,56.4
2014-10-18,Aranayake,34.2
2014-10-19,Aranayake,12.0
2014-10-20,Aranayake,11.1
2014-10-21,Aranayake,13.1
2014-10-22,Aranayake,3.2
2014-10-23,Aranayake,49.7
2014-10-24,Aranayake,3.1
2014-10-25,Aranayake,52.3
2014-10-26,Aranayake,16.0
2014-10-27,Aranayake,7.6
2014-10-28,Aranayake,10.8
2014-10-29,Aranayake,1.3
2014-10-30,Aranayake,13.9
2014-10-31,Aranayake,27.2
2014-11-01,Aranayake,0.8
2014-11-02,Aranayake,12.3
2014-11-03,Aranayake,21.7
2014-11-04,Aranayake,27.0
2014-11-05,Aranayake,12.7
2014-11-06,Aranayake,3.4
2014-11-07,Aranayake,0.0
2014-11-08,Aranayake,0.0
2014-11-09,Aranayake,0.0
2014-11-10,Aranayake,0.2
2014-11-11,Aranayake,1.1
2014-11-12,Aranayake,9.3
2014-11-13,Aranayake,19.5
2014-11-14,Aranayake,16.8
2014-11-15,Aranayake,0.3
2014-11-16,Aranayake,9.6
2014-11-17,Aranayake,0.3
2014-11-18,Aranayake,3.2
2014-11-19,Aranayake,4.9
2014-11-20,Aranayake,12.5
2014-11-21,Aranayake,9.4
2014-11-22,Aranayake,45.3
2014-11-23,Aranayake,20.5
2014-11-24,Aranayake,5.1
2014-11-25,Aranayake,19.7
2014-11-26,Aranayake,10.7
2014-11-27,Aranayake,22.0
2014-11-28,Aranayake,15.4
2014-11-29,Aranayake,5.0
2014-11-30,Aranayake,0.5
2014-12-01,Aranayake,4.4
2014-12-02,Aranayake,8.9
2014-12-03,Aranayake,4.9
2014-12-04,Aranayake,0.0
2014-12-05,Aranayake,0.4
2014-12-06,Aranayake,3.4
2014-12-07,Aranayake,3.4
2014-12-08,Aranayake,21.0
2014-12-09,Aranayake,11.2
2014-12-10,Aranayake,13.7
2014-12-11,Aranayake,9.1
2014-12-12,Aranayake,9.8
2014-12-13,Aranayake,4.0
2014-12-14,Aranayake,0.0
2014-12-15,Aranayake,5.3
2014-12-16,Aranayake,4.6
2014-12-17,Aranayake,15.4
2014-12-18,Aranayake,27.3
2014-12-19,Aranayake,5.9
2014-12-20,Aranayake,106.3
2014-12-21,Aranayake,7.1
2014-12-22,Aranayake,74.5
2014-12-23,Aranayake,48.7
2014-12-24,Aranayake,26.0
2014-12-25,Aranayake,58.3
2014-12-26,Aranayake,26.6
2014-12-27,Aranayake,3.9
2014-12-28,Aranayake,17.1
2014-12-29,Aranayake,3.1
2014-12-30,Aranayake,3.7
2014-12-31,Aranayake,2.1
2014-07-01,Rattota,0.0
2014-07-02,Rattota,0.0
2014-07-03,Rattota,0.0
2014-07-04,Rattota,0.0
2014-07-05,Rattota,1.9
2014-07-06,Rattota,0.9
2014-07-07,Rattota,0.0
2014-07-08,Rattota,0.8
2014-07-09,Rattota,0.0
2014-07-10,Rattota,2.6
2014-07-11,Rattota,0.1
2014-07-12,Rattota,4.1
2014-07-13,Rattota,4.2
2014-07-14,Rattota,3.4
2014-07-15,Rattota,0.1
2014-07-16,Rattota,0.2
2014-07-17,Rattota,0.0
2014-07-18,Rattota,1.1
2014-07-19,Rattota,0.2
2014-07-20,Rattota,0.3
2014-07-21,Rattota,0.1
2014-07-22,Rattota,1.6
2014-07-23,Rattota,0.2
2014-07-24,Rattota,0.3
2014-07-25,Rattota,0.3
2014-07-26,Rattota,0.2
2014-07-27,Rattota,0.6
2014-07-28,Rattota,1.7
2014-07-29,Rattota,0.0
2014-07-30,Rattota,0.0
2014-07-31,Rattota,0.3
2014-08-01,Rattota,0.1
2014-08-02,Rattota,0.2
2014-08-03,Rattota,1.2
2014-08-04,Rattota,0.3
2014-08-05,Rattota,1.3
2014-08-06,Rattota,0.0
2014-08-07,Rattota,0.8
2014-08-08,Rattota,0.7
2014-08-09,Rattota,0.3
2014-08-10,Rattota,0.2
2014-08-11,Rattota,0.5
2014-08-12,Rattota,0.8
2014-08-13,Rattota,0.6
2014-08-14,Rattota,0.9
2014-08-15,Rattota,2.3
2014-08-16,Rattota,3.1
2014-08-17,Rattota,5.6
2014-08-18,Rattota,5.4
2014-08-19,Rattota,1.5
2014-08-20,Rattota,0.7
2014-08-21,Rattota,1.8
2014-08-22,Rattota,2.2
2014-08-23,Rattota,3.3
2014-08-24,Rattota,1.5
2014-08-25,Rattota,0.9
2014-08-26,Rattota,0.0
2014-08-27,Rattota,0.0
2014-08-28,Rattota,0.0
2014-08-29,Rattota,0.0
2014-08-30,Rattota,0.0
2014-08-31,Rattota,0.2
2014-09-01,Rattota,1.0
2014-09-02,Rattota,0.8
2014-09-03,Rattota,0.8
2014-09-04,Rattota,3.6
2014-09-05,Rattota,1.4
2014-09-06,Rattota,3.0
2014-09-07,Rattota,1.1
2014-09-08,Rattota,0.0
2014-09-09,Rattota,0.8
2014-09-10,Rattota,1.9
2014-09-11,Rattota,1.1
2014-09-12,Rattota,0.5
2014-09-13,Rattota,1.4
2014-09-14,Rattota,1.5
2014-09-15,Rattota,0.3
2014-09-16,Rattota,0.8
2014-09-17,Rattota,0.0
2014-09-18,Rattota,0.4
2014-09-19,Rattota,0.0
2014-09-20,Rattota,0.0
2014-09-21,Rattota,0.3
2014-09-22,Rattota,0.5
2014-09-23,Rattota,1.5
2014-09-24,Rattota,1.0
2014-09-25,Rattota,11.4
2014-09-26,Rattota,13.7
2014-09-27,Rattota,6.0
2014-09-28,Rattota,12.3
2014-09-29,Rattota,6.9
2014-09-30,Rattota,10.0
2014-10-01,Rattota,19.8
2014-10-02,Rattota,11.5
2014-10-03,Rattota,24.0
2014-10-04,Rattota,10.8
2014-10-05,Rattota,2.8
2014-10-06,Rattota,1.7
2014-10-07,Rattota,1.9
2014-10-08,Rattota,0.6
2014-10-09,Rattota,1.9
2014-10-10,Rattota,1.0
2014-10-11,Rattota,0.0
2014-10-12,Rattota,0.2
2014-10-13,Rattota,0.2
2014-10-14,Rattota,2.9
2014-10-15,Rattota,8.0
2014-10-16,Rattota,6.1
2014-10-17,Rattota,27.0
2014-10-18,Rattota,27.9
2014-10-19,Rattota,10.4
2014-10-20,Rattota,10.1
2014-10-21,Rattota,15.3
2014-10-22,Rattota,2.8
2014-10-23,Rattota,18.0
2014-10-24,Rattota,2.2
2014-10-25,Rattota,8.0
2014-10-26,Rattota,7.8
2014-10-27,Rattota,1.2
2014-10-28,Rattota,9.5
2014-10-29,Rattota,5.3
2014-10-30,Rattota,7.7
2014-10-31,Rattota,16.4
2014-11-01,Rattota,1.4
2014-11-02,Rattota,4.8
2014-11-03,Rattota,21.9
2014-11-04,Rattota,24.4
2014-11-05,Rattota,3.2
2014-11-06,Rattota,1.1
2014-11-07,Rattota,0.0
2014-11-08,Rattota,0.0
2014-11-09,Rattota,0.1
2014-11-10,Rattota,0.8
2014-11-11,Rattota,2.2
2014-11-12,Rattota,14.6
2014-11-13,Rattota,12.2
2014-11-14,Rattota,4.8
2014-11-15,Rattota,1.2
2014-11-16,Rattota,6.3
2014-11-17,Rattota,1.8
2014-11-18,Rattota,10.2
2014-11-19,Rattota,17.3
2014-11-20,Rattota,17.6
2014-11-21,Rattota,9.0
2014-11-22,Rattota,44.0
2014-11-23,Rattota,50.9
2014-11-24,Rattota,3.6
2014-11-25,Rattota,58.3
2014-11-26,Rattota,32.5
2014-11-27,Rattota,16.7
2014-11-28,Rattota,20.7
2014-11-29,Rattota,3.2
2014-11-30,Rattota,0.4
2014-12-01,Rattota,5.0
2014-12-02,Rattota,7.5
2014-12-03,Rattota,10.4
2014-12-04,Rattota,0.0
2014-12-05,Rattota,1.4
2014-12-06,Rattota,10.0
2014-12-07,Rattota,7.3
2014-12-08,Rattota,15.4
2014-12-09,Rattota,12.0
2014-12-10,Rattota,4.9
2014-12-11,Rattota,2.7
2014-12-12,Rattota,7.6
2014-12-13,Rattota,6.4
2014-12-14,Rattota,0.8
2014-12-15,Rattota,4.6
2014-12-16,Rattota,2.4
2014-12-17,Rattota,26.9
2014-12-18,Rattota,17.5
2014-12-19,Rattota,10.8
2014-12-20,Rattota,224.5
2014-12-21,Rattota,31.4
2014-12-22,Rattota,109.6
2014-12-23,Rattota,58.4
2014-12-24,Rattota,31.9
2014-12-25,Rattota,56.2
2014-12-26,Rattota,47.3
2014-12-27,Rattota,13.2
2014-12-28,Rattota,25.1
2014-12-29,Rattota,5.0
2014-12-30,Rattota,3.2
2014-12-31,Rattota,1.4
2014-07-01,Walapane,0.0
2014-07-02,Walapane,0.3
2014-07-03,Walapane,0.0
2014-07-04,Walapane,0.0
2014-07-05,Walapane,0.2
2014-07-06,Walapane,0.0
2014-07-07,Walapane,0.0
2014-07-08,Walapane,0.4
2014-07-09,Walapane,0.0
2014-07-10,Walapane,1.0
2014-07-11,Walapane,0.0
2014-07-12,Walapane,0.0
2014-07-13,Walapane,0.0
2014-07-14,Walapane,0.0
2014-07-15,Walapane,0.0
2014-07-16,Walapane,0.0
2014-07-17,Walapane,0.0
2014-07-18,Walapane,0.1
2014-07-19,Walapane,0.0
2014-07-20,Walapane,0.0
2014-07-21,Walapane,0.0
2014-07-22,Walapane,0.5
2014-07-23,Walapane,0.0
2014-07-24,Walapane,0.8
2014-07-25,Walapane,0.0
2014-07-26,Walapane,0.0
2014-07-27,Walapane,0.0
2014-07-28,Walapane,0.3
2014-07-29,Walapane,0.0
2014-07-30,Walapane,0.0
2014-07-31,Walapane,0.0
2014-08-01,Walapane,0.1
2014-08-02,Walapane,0.0
2014-08-03,Walapane,1.5
2014-08-04,Walapane,0.0
2014-08-05,Walapane,0.7
2014-08-06,Walapane,0.6
2014-08-07,Walapane,0.0
2014-08-08,Walapane,0.4
2014-08-09,Walapane,0.0
2014-08-10,Walapane,0.1
2014-08-11,Walapane,2.9
2014-08-12,Walapane,0.0
2014-08-13,Walapane,0.0
2014-08-14,Walapane,0.4
2014-08-15,Walapane,1.3
2014-08-16,Walapane,0.5
2014-08-17,Walapane,7.3
2014-08-18,Walapane,9.9
2014-08-19,Walapane,26.4
2014-08-20,Walapane,19.6
2014-08-21,Walapane,13.4
2014-08-22,Walapane,17.2
2014-08-23,Walapane,4.0
2014-08-24,Walapane,9.7
2014-08-25,Walapane,6.1
2014-08-26,Walapane,0.0
2014-08-27,Walapane,0.0
2014-08-28,Walapane,0.0
2014-08-29,Walapane,0.0
2014-08-30,Walapane,0.0
2014-08-31,Walapane,0.0
2014-09-01,Walapane,0.3
2014-09-02,Walapane,3.2
2014-09-03,Walapane,12.4
2014-09-04,Walapane,6.5
2014-09-05,Walapane,5.1
2014-09-06,Walapane,1.9
2014-09-07,Walapane,0.0
2014-09-08,Walapane,0.3
2014-09-09,Walapane,0.7
2014-09-10,Walapane,2.2
2014-09-11,Walapane,0.1
2014-09-12,Walapane,0.0
2014-09-13,Walapane,0.0
2014-09-14,Walapane,0.0
2014-09-15,Walapane,0.2
2014-09-16,Walapane,0.0
2014-09-17,Walapane,0.0
2014-09-18,Walapane,0.0
2014-09-19,Walapane,0.2
2014-09-20,Walapane,0.0
2014-09-21,Walapane,0.0
2014-09-22,Walapane,0.3
2014-09-23,Walapane,0.4
2014-09-24,Walapane,1.0
2014-09-25,Walapane,7.7
2014-09-26,Walapane,30.1
2014-09-27,Walapane,25.2
2014-09-28,Walapane,3.1
2014-09-29,Walapane,10.4
2014-09-30,Walapane,14.5
2014-10-01,Walapane,3.8
2014-10-02,Walapane,8.6
2014-10-03,Walapane,10.6
2014-10-04,Walapane,30.3
2014-10-05,Walapane,11.9
2014-10-06,Walapane,5.2
2014-10-07,Walapane,8.7
2014-10-08,Walapane,4.9
2014-10-09,Walapane,13.1
2014-10-10,Walapane,0.8
2014-10-11,Walapane,0.0
2014-10-12,Walapane,0.4
2014-10-13,Walapane,0.1
2014-10-14,Walapane,15.5
2014-10-15,Walapane,2.3
2014-10-16,Walapane,33.8
2014-10-17,Walapane,16.2
2014-10-18,Walapane,42.5
2014-10-19,Walapane,38.2
2014-10-20,Walapane,25.7
2014-10-21,Walapane,22.7
2014-10-22,Walapane,4.3
2014-10-23,Walapane,33.9
2014-10-24,Walapane,7.8
2014-10-25,Walapane,4.5
2014-10-26,Walapane,4.1
2014-10-27,Walapane,2.2
2014-10-28,Walapane,9.0
2014-10-29,Walapane,0.2
2014-10-30,Walapane,9.9
2014-10-31,Walapane,16.0
2014-11-01,Walapane,13.1
2014-11-02,Walapane,3.5
2014-11-03,Walapane,12.9
2014-11-04,Walapane,10.3
2014-11-05,Walapane,0.3
2014-11-06,Walapane,0.5
2014-11-07,Walapane,0.0
2014-11-08,Walapane,0.1
2014-11-09,Walapane,0.3
2014-11-10,Walapane,0.8
2014-11-11,Walapane,0.0
2014-11-12,Walapane,8.9
2014-11-13,Walapane,17.0
2014-11-14,Walapane,5.1
2014-11-15,Walapane,1.6
2014-11-16,Walapane,3.3
2014-11-17,Walapane,1.9
2014-11-18,Walapane,3.2
2014-11-19,Walapane,26.7
2014-11-20,Walapane,14.6
2014-11-21,Walapane,12.0
2014-11-22,Walapane,84.6
2014-11-23,Walapane,113.7
2014-11-24,Walapane,7.0
2014-11-25,Walapane,49.4
2014-11-26,Walapane,18.5
2014-11-27,Walapane,9.4
2014-11-28,Walapane,23.2
2014-11-29,Walapane,9.0
2014-11-30,Walapane,1.7
2014-12-01,Walapane,2.9
2014-12-02,Walapane,2.2
2014-12-03,Walapane,4.8
2014-12-04,Walapane,0.0
2014-12-05,Walapane,0.9
2014-12-06,Walapane,6.5
2014-12-07,Walapane,3.5
2014-12-08,Walapane,14.4
2014-12-09,Walapane,9.1
2014-12-10,Walapane,4.4
2014-12-11,Walapane,3.5
2014-12-12,Walapane,6.7
2014-12-13,Walapane,3.9
2014-12-14,Walapane,0.0
2014-12-15,Walapane,1.5
2014-12-16,Walapane,3.1
2014-12-17,Walapane,42.3
2014-12-18,Walapane,21.0
2014-12-19,Walapane,11.7
2014-12-20,Walapane,168.5
2014-12-21,Walapane,10.7
2014-12-22,Walapane,88.2
2014-12-23,Walapane,80.4
2014-12-24,Walapane,41.8
2014-12-25,Walapane,77.7
2014-12-26,Walapane,52.6
2014-12-27,Walapane,4.8
2014-12-28,Walapane,11.5
2014-12-29,Walapane,0.6
2014-12-30,Walapane,11.7
2014-12-31,Walapane,2.4
2014-07-01,Polpitigama,1.4
2014-07-02,Polpitigama,0.0
2014-07-03,Polpitigama,0.0
2014-07-04,Polpitigama,0.1
2014-07-05,Polpitigama,2.1
2014-07-06,Polpitigama,2.5
2014-07-07,Polpitigama,0.4
2014-07-08,Polpitigama,1.4
2014-07-09,Polpitigama,0.9
2014-07-10,Polpitigama,2.8
2014-07-11,Polpitigama,0.1
2014-07-12,Polpitigama,2.4
2014-07-13,Polpitigama,0.4
2014-07-14,Polpitigama,4.8
2014-07-15,Polpitigama,1.0
2014-07-16,Polpitigama,1.0
2014-07-17,Polpitigama,0.0
2014-07-18,Polpitigama,1.2
2014-07-19,Polpitigama,0.4
2014-07-20,Polpitigama,0.9
2014-07-21,Polpitigama,0.3
2014-07-22,Polpitigama,4.4
2014-07-23,Polpitigama,2.1
2014-07-24,Polpitigama,0.4
2014-07-25,Polpitigama,0.5
2014-07-26,Polpitigama,0.2
2014-07-27,Polpitigama,2.0
2014-07-28,Polpitigama,1.2
2014-07-29,Polpitigama,0.0
2014-07-30,Polpitigama,0.9
2014-07-31,Polpitigama,0.4
2014-08-01,Polpitigama,1.2
2014-08-02,Polpitigama,0.3
2014-08-03,Polpitigama,0.8
2014-08-04,Polpitigama,0.5
2014-08-05,Polpitigama,0.9
2014-08-06,Polpitigama,0.1
2014-08-07,Polpitigama,0.4
2014-08-08,Polpitigama,5.4
2014-08-09,Polpitigama,1.2
2014-08-10,Polpitigama,1.1
2014-08-11,Polpitigama,1.0
2014-08-12,Polpitigama,2.8
2014-08-13,Polpitigama,0.2
2014-08-14,Polpitigama,2.0
2014-08-15,Polpitigama,1.9
2014-08-16,Polpitigama,2.1
2014-08-17,Polpitigama,7.4
2014-08-18,Polpitigama,5.2
2014-08-19,Polpitigama,0.7
2014-08-20,Polpitigama,0.6
2014-08-21,Polpitigama,6.7
2014-08-22,Polpitigama,22.8
2014-08-23,Polpitigama,5.7
2014-08-24,Polpitigama,1.2
2014-08-25,Polpitigama,0.1
2014-08-26,Polpitigama,0.0
2014-08-27,Polpitigama,0.0
2014-08-28,Polpitigama,2.0
2014-08-29,Polpitigama,3.6
2014-08-30,Polpitigama,2.9
2014-08-31,Polpitigama,0.8
2014-09-01,Polpitigama,4.4
2014-09-02,Polpitigama,5.7
2014-09-03,Polpitigama,3.5
2014-09-04,Polpitigama,11.0
2014-09-05,Polpitigama,5.2
2014-09-06,Polpitigama,2.8
2014-09-07,Polpitigama,1.3
2014-09-08,Polpitigama,3.1
2014-09-09,Polpitigama,2.3
2014-09-10,Polpitigama,2.9
2014-09-11,Polpitigama,1.7
2014-09-12,Polpitigama,2.0
2014-09-13,Polpitigama,2.4
2014-09-14,Polpitigama,2.5
2014-09-15,Polpitigama,6.4
2014-09-16,Polpitigama,0.9
2014-09-17,Polpitigama,1.2
2014-09-18,Polpitigama,2.4
2014-09-19,Polpitigama,0.0
2014-09-20,Polpitigama,0.1
2014-09-21,Polpitigama,0.6
2014-09-22,Polpitigama,1.4
2014-09-23,Polpitigama,1.3
2014-09-24,Polpitigama,1.3
2014-09-25,Polpitigama,19.5
2014-09-26,Polpitigama,13.3
2014-09-27,Polpitigama,3.2
2014-09-28,Polpitigama,6.1
2014-09-29,Polpitigama,11.6
2014-09-30,Polpitigama,4.3
2014-10-01,Polpitigama,21.0
2014-10-02,Polpitigama,7.0
2014-10-03,Polpitigama,13.3
2014-10-04,Polpitigama,10.5
2014-10-05,Polpitigama,2.6
2014-10-06,Polpitigama,4.7
2014-10-07,Polpitigama,5.4
2014-10-08,Polpitigama,3.9
2014-10-09,Polpitigama,5.8
2014-10-10,Polpitigama,6.1
2014-10-11,Polpitigama,0.0
2014-10-12,Polpitigama,2.1
2014-10-13,Polpitigama,0.8
2014-10-14,Polpitigama,6.4
2014-10-15,Polpitigama,11.6
2014-10-16,Polpitigama,2.8
2014-10-17,Polpitigama,34.6
2014-10-18,Polpitigama,40.7
2014-10-19,Polpitigama,20.9
2014-10-20,Polpitigama,11.4
2014-10-21,Polpitigama,13.6
2014-10-22,Polpitigama,30.8
2014-10-23,Polpitigama,12.4
2014-10-24,Polpitigama,4.1
2014-10-25,Polpitigama,12.2
2014-10-26,Polpitigama,7.2
2014-10-27,Polpitigama,3.1
2014-10-28,Polpitigama,3.0
2014-10-29,Polpitigama,3.6
2014-10-30,Polpitigama,16.4
2014-10-31,Polpitigama,18.3
2014-11-01,Polpitigama,0.5
2014-11-02,Polpitigama,8.8
2014-11-03,Polpitigama,81.5
2014-11-04,Polpitigama,18.4
2014-11-05,Polpitigama,1.8
2014-11-06,Polpitigama,0.1
2014-11-07,Polpitigama,0.0
2014-11-08,Polpitigama,0.0
2014-11-09,Polpitigama,1.0
2014-11-10,Polpitigama,0.1
2014-11-11,Polpitigama,1.0
2014-11-12,Polpitigama,8.9
2014-11-13,Polpitigama,11.7
2014-11-14,Polpitigama,10.1
2014-11-15,Polpitigama,0.2
2014-11-16,Polpitigama,6.6
2014-11-17,Polpitigama,4.3
2014-11-18,Polpitigama,3.2
2014-11-19,Polpitigama,8.0
2014-11-20,Polpitigama,11.2
2014-11-21,Polpitigama,8.8
2014-11-22,Polpitigama,18.1
2014-11-23,Polpitigama,35.3
2014-11-24,Polpitigama,1.8
2014-11-25,Polpitigama,24.6
2014-11-26,Polpitigama,15.5
2014-11-27,Polpitigama,19.3
2014-11-28,Polpitigama,30.5
2014-11-29,Polpitigama,3.4
2014-11-30,Polpitigama,1.9
2014-12-01,Polpitigama,6.3
2014-12-02,Polpitigama,6.1
2014-12-03,Polpitigama,3.7
2014-12-04,Polpitigama,0.0
2014-12-05,Polpitigama,0.8
2014-12-06,Polpitigama,9.3
2014-12-07,Polpitigama,5.8
2014-12-08,Polpitigama,12.7
2014-12-09,Polpitigama,9.7
2014-12-10,Polpitigama,13.2
2014-12-11,Polpitigama,2.6
2014-12-12,Polpitigama,4.3
2014-12-13,Polpitigama,7.0
2014-12-14,Polpitigama,0.1
2014-12-15,Polpitigama,5.7
2014-12-16,Polpitigama,2.9
2014-12-17,Polpitigama,23.7
2014-12-18,Polpitigama,20.0
2014-12-19,Polpitigama,3.4
2014-12-20,Polpitigama,37.3
2014-12-21,Polpitigama,9.8
2014-12-22,Polpitigama,70.0
2014-12-23,Polpitigama,16.2
2014-12-24,Polpitigama,11.1
2014-12-25,Polpitigama,27.2
2014-12-26,Polpitigama,19.0
2014-12-27,Polpitigama,6.1
2014-12-28,Polpitigama,14.3
2014-12-29,Polpitigama,0.4
2014-12-30,Polpitigama,1.5
2014-12-31,Polpitigama,2.4
2014-07-01,Mallawapitiya,2.9
2014-07-02,Mallawapitiya,0.1
2014-07-03,Mallawapitiya,0.3
2014-07-04,Mallawapitiya,1.1
2014-07-05,Mallawapitiya,5.2
2014-07-06,Mallawapitiya,5.8
2014-07-07,Mallawapitiya,1.5
2014-07-08,Mallawapitiya,2.1
2014-07-09,Mallawapitiya,2.3
2014-07-10,Mallawapitiya,11.2
2014-07-11,Mallawapitiya,1.8
2014-07-12,Mallawapitiya,7.8
2014-07-13,Mallawapitiya,3.7
2014-07-14,Mallawapitiya,3.5
2014-07-15,Mallawapitiya,3.2
2014-07-16,Mallawapitiya,0.1
2014-07-17,Mallawapitiya,0.2
2014-07-18,Mallawapitiya,4.7
2014-07-19,Mallawapitiya,2.2
2014-07-20,Mallawapitiya,3.3
2014-07-21,Mallawapitiya,1.3
2014-07-22,Mallawapitiya,2.7
2014-07-23,Mallawapitiya,0.7
2014-07-24,Mallawapitiya,2.7
2014-07-25,Mallawapitiya,1.1
2014-07-26,Mallawapitiya,2.0
2014-07-27,Mallawapitiya,7.5
2014-07-28,Mallawapitiya,8.2
2014-07-29,Mallawapitiya,5.7
2014-07-30,Mallawapitiya,3.2
2014-07-31,Mallawapitiya,3.0
2014-08-01,Mallawapitiya,4.8
2014-08-02,Mallawapitiya,2.1
2014-08-03,Mallawapitiya,4.2
2014-08-04,Mallawapitiya,4.0
2014-08-05,Mallawapitiya,5.2
2014-08-06,Mallawapitiya,0.7
2014-08-07,Mallawapitiya,2.1
2014-08-08,Mallawapitiya,3.9
2014-08-09,Mallawapitiya,0.1
2014-08-10,Mallawapitiya,1.9
2014-08-11,Mallawapitiya,3.6
2014-08-12,Mallawapitiya,2.7
2014-08-13,Mallawapitiya,3.1
2014-08-14,Mallawapitiya,2.6
2014-08-15,Mallawapitiya,5.8
2014-08-16,Mallawapitiya,5.2
2014-08-17,Mallawapitiya,5.3
2014-08-18,Mallawapitiya,6.4
2014-08-19,Mallawapitiya,0.9
2014-08-20,Mallawapitiya,0.1
2014-08-21,Mallawapitiya,6.1
2014-08-22,Mallawapitiya,7.2
2014-08-23,Mallawapitiya,10.1
2014-08-24,Mallawapitiya,1.1
2014-08-25,Mallawapitiya,1.1
2014-08-26,Mallawapitiya,0.0
2014-08-27,Mallawapitiya,0.0
2014-08-28,Mallawapitiya,0.1
2014-08-29,Mallawapitiya,2.7
2014-08-30,Mallawapitiya,2.7
2014-08-31,Mallawapitiya,3.1
2014-09-01,Mallawapitiya,2.5
2014-09-02,Mallawapitiya,2.4
2014-09-03,Mallawapitiya,3.9
2014-09-04,Mallawapitiya,10.3
2014-09-05,Mallawapitiya,6.2
2014-09-06,Mallawapitiya,5.1
2014-09-07,Mallawapitiya,7.7
2014-09-08,Mallawapitiya,2.4
2014-09-09,Mallawapitiya,5.2
2014-09-10,Mallawapitiya,8.5
2014-09-11,Mallawapitiya,2.6
2014-09-12,Mallawapitiya,0.7
2014-09-13,Mallawapitiya,2.8
2014-09-14,Mallawapitiya,3.2
2014-09-15,Mallawapitiya,3.7
2014-09-16,Mallawapitiya,2.2
2014-09-17,Mallawapitiya,2.4
2014-09-18,Mallawapitiya,3.1
2014-09-19,Mallawapitiya,3.7
2014-09-20,Mallawapitiya,1.3
2014-09-21,Mallawapitiya,0.0
2014-09-22,Mallawapitiya,0.7
2014-09-23,Mallawapitiya,2.6
2014-09-24,Mallawapitiya,6.7
2014-09-25,Mallawapitiya,24.6
2014-09-26,Mallawapitiya,6.9
2014-09-27,Mallawapitiya,3.1
2014-09-28,Mallawapitiya,12.5
2014-09-29,Mallawapitiya,10.9
2014-09-30,Mallawapitiya,14.6
2014-10-01,Mallawapitiya,26.0
2014-10-02,Mallawapitiya,30.5
2014-10-03,Mallawapitiya,27.4
2014-10-04,Mallawapitiya,6.8
2014-10-05,Mallawapitiya,1.7
2014-10-06,Mallawapitiya,5.6
2014-10-07,Mallawapitiya,2.1
2014-10-08,Mallawapitiya,3.1
2014-10-09,Mallawapitiya,3.4
2014-10-10,Mallawapitiya,2.5
2014-10-11,Mallawapitiya,0.0
2014-10-12,Mallawapitiya,2.6
2014-10-13,Mallawapitiya,0.0
2014-10-14,Mallawapitiya,3.4
2014-10-15,Mallawapitiya,19.7
2014-10-16,Mallawapitiya,16.1
2014-10-17,Mallawapitiya,95.1
2014-10-18,Mallawapitiya,30.5
2014-10-19,Mallawapitiya,7.2
2014-10-20,Mallawapitiya,14.4
2014-10-21,Mallawapitiya,17.2
2014-10-22,Mallawapitiya,5.5
2014-10-23,Mallawapitiya,62.9
